VisitReasonId,Name,SpecialtyId,SpecialtyName
pc_J4NiyXln60SNWKH5yPHPux,"Neutropenia ",sp_110,Hematologist
pc_YLNUXz4gyk2gWIwXIpwKsh,Von Willebrand disease (VWD),sp_110,Hematologist
pc_G5ilX7yGVE6l-EUoTYt6ch,Iron Deficiency Anemia,sp_110,Hematologist
pc_nmc9nIBGMUWXEuECYgzrpx,Immune Thrombocytopenia (ITP),sp_110,Hematologist
pc_f_MAEHES40uX8rEVdZ0nFx,Plasma Cell Neoplasms,sp_110,Hematologist
pc_6s1fTbzFcUaKs9CrUiYMOB,Waldenstrom Macroglobulinemia,sp_110,Hematologist
pc_OzvjWupNz0iw40VJaSEwJB,Essential Thrombocythemia,sp_110,Hematologist
pc_d89BcdCoJUSwLqO2rssJ3R,Primary Myelofibrosis,sp_110,Hematologist
pc_uyAwt380EkGNlbu4tkO_Xx,Chronic Myelomonocytic Leukemia (CMML),sp_110,Hematologist
pc__r32qIElQkqEPZzZ9syJFR,Hypereosinophilic Syndrome (HES),sp_110,Hematologist
pc_lvQqkO6LaU-H0a7DLAFF5B,Systemic Mastocytosis,sp_110,Hematologist
pc_7KqE4Ud8f0W0wAqBkRZjbx,Chronic Neutrophilic Leukemia (CNL),sp_110,Hematologist
pc_TzTe5pTnv0irx3VTNCchNB,Solid Tumors,sp_111,Oncologist
pc_IWT7ZDFsbEWSLtdrzLIihB,Gastrointestinal Cancer,sp_111,Oncologist
pc_8KXlj9PSakuiY5FoFSaFrh,Acne Scarring,sp_101,Dermatologist
pc_eYdym08PvEGfzZLj91RsfR,Submental/Chin Fat Removal,sp_101,Dermatologist
pc_nk3owGcNZ0SXbIdtPouccx,Venous Lake,sp_101,Dermatologist
pc_00vNfT7QH0urj2BjW6jh4h,Monolith VR,sp_99,Internist
pc_fZDex9j85US34wj8DB96bx,Rapid Antigen Detection Test (RADT) for COVID-19,sp_153,Primary Care Doctor
pc_uLrWjJBzEE6j4_oWnrnNyh,COVID-19 RT-PCR Test,sp_153,Primary Care Doctor
pc_mzOhYHrZpk24DTd2KmVZxR,Codependency,sp_352,Psychotherapist
pc_GR3FJrWXr02K0p0KSQNjMh,Mindfulness-Based Cognitive Therapy (MBCT),sp_352,Psychotherapist
pc_Ozuq0KGGdECPK_WR7ZEHJB,Acceptance and Commitment Therapy (ACT),sp_352,Psychotherapist
pc_0NWbXzfIEUuM64PPYSJlZR,Solution-Focused Brief Therapy (SFBT),sp_352,Psychotherapist
pc_DdmwjZeVUUm_QrprbFqrRB,Behavior Analyst Consultation,sp_509,Behavior Analyst
pc_jPxJqWudgkuAourCGAxcwR,Behavior Analyst Follow Up,sp_509,Behavior Analyst
pc_K-zjXng1Dku0pBwFftTNZh,Carotid Artery Stenting (CAS),sp_113,Neurosurgeon
pc_DyNcNn5pu0qQdHZiYzXrDh,Cerebral Venous Thrombosis (CVT),sp_128,Neurologist
pc_LahhONFKAUGJa4yvBZ4rlR,Hysterosalpingogram Report,sp_104,OB-GYN
pc_CZNAK1a-Gka_m-DNncapVR,Stereotactic Radiosurgery (SRS),sp_124,Radiation Oncologist
pc_Wzrsb793nk-J_U_PfJkPsx,Leaky Gut Syndrome,sp_420,Integrative Health Medicine Specialist
pc__rKu6y9aBUuQ_UDUXlRhux,Epstein-Barr Virus (EBV),sp_420,Integrative Health Medicine Specialist
pc_jyKkLSOwpkaHrZX8BusNuh,Autoimmune Conditions,sp_420,Integrative Health Medicine Specialist
pc_m459Tgq50kGv-faPIAb_3h,COVID-19 Vaccine - Initial Dose,sp_510,COVID-19 Vaccination Facility
pc_y4uACgUy0UeNFnR8oxQCWh,Oral HPV Test,sp_98,Dentist
pc_Yh3X_ACsZkKNQIYIubeFQR,Recovery-Oriented Care,sp_352,Psychotherapist
pc_KctTWETeAEqK3Mf2BOF5JR,Social Skills Training (SST),sp_352,Psychotherapist
pc_BrzqFl0hIECz7F2eqWPlyx,Dual Diagnosis,sp_352,Psychotherapist
pc_j5wY1-HrtEGY5Y_2WFA_yx,Reactive Attachment Disorder (RAD),sp_352,Psychotherapist
pc_Ev4O3A8_1kG9qIoevJ4pGx,Emotion Regulation Therapy (ERT),sp_352,Psychotherapist
pc_C-iK0MdzJUq2Nc3fWHX4fR,"Disruptive, Impulse-Control and Conduct Disorders ",sp_352,Psychotherapist
pc_5W5XebcbzUCbjwtzRzxVuR,Multisystemic Therapy (MST),sp_352,Psychotherapist
pc_XCQECUsMLUugpG_YsNHU-x,Critical Incident Stress Debriefing (CISD),sp_352,Psychotherapist
pc_3bWb7NERnU-qzprVqN69gx,Exposure and Response Prevention (ERP) Therapy,sp_352,Psychotherapist
pc_H8ZKNKg4C0ezz2AdGLln1x,Feeding Therapy,sp_456,Speech-Language Pathologist
pc_VpUXRsyVoEW97OjIt07ZFh,Orofacial Myofunctional Disorder (OMD),sp_456,Speech-Language Pathologist
pc_6ZuCZHxRTkix17ZM7I8c2x,Picky Eating,sp_456,Speech-Language Pathologist
pc_LYxcdUi9gUKNGPbE6IWzVB,Macular Hole,sp_116,Ophthalmologist
pc_ROaON7dFiEuVVZ7b7VFYex,Advance Care Planning (ACP),sp_370,Hospice and Palliative Medicine Specialist
pc_O7x5AMAVlEajK7d9JEstuB,Scleral Contact Lens Fitting,sp_157,Optometrist
pc_QFx9STkCgkOkJL9-395Vfh,Hip Dysplasia,sp_309,Pediatric Orthopedic Surgeon
pc_2qEHzx1IdUSVMNF8In1THh,"Ultrasound Scan - Musculoskeletal ",sp_570,Ultrasound Facility
pc_KbwFKJ7IpE2yFb1XX9dmqB,Finger Deformity,sp_144,Hand Surgeon
pc_KN2Ql9AxuEeLE9ZPRGn3Gx,Accessory Navicular Syndrome,sp_279,Foot & Ankle Specialist
pc_qyFSDj_3ZU2GKGy9A05A_x,Turf Toe,sp_279,Foot & Ankle Specialist
pc_miuu6hkvI0ah1xFlp3aGYh,Toe Dislocation,sp_279,Foot & Ankle Specialist
pc_gexuxUnppUCytTa3FUQeKR,Ankle Instability,sp_279,Foot & Ankle Specialist
pc_asRjLu5QFkqwDGr_AvQW_h,Minimally Invasive Hip Replacement,sp_117,Orthopedic Surgeon
pc_q1NZiCkIJkaX4qii9A0coR,Minimally Invasive Knee Replacement,sp_117,Orthopedic Surgeon
pc_kNLLafR1KkWqC36bzqBV5R,Hip Resurfacing,sp_117,Orthopedic Surgeon
pc_qsq8y6-GVk-KUw1_2qygph,Partial Hip Replacement,sp_117,Orthopedic Surgeon
pc_ftJrw_AiGUGyWKhUqdBGWB,Lumbar Spinal Fusion Surgery,sp_117,Orthopedic Surgeon
pc_EzJOCzZtTkeKd-ElKj6DlB,Posterior Vitreous Detachment (PVD),sp_116,Ophthalmologist
pc_GvfiX1SvlkiUwfLBZV7bBh,Retinal Holes / Tears,sp_116,Ophthalmologist
pc_xmv4XZUVEEyFcN3FT-nxPR,Choroidal melanoma,sp_116,Ophthalmologist
pc_2wJLC3ZtdkOgf-NWxWZvQB,Epiretinal Membranes (ERMs),sp_116,Ophthalmologist
pc_A-hF21dmPU2KGAmckFvV2R,Retinopathy of Prematurity (ROP),sp_116,Ophthalmologist
pc_e8djQyDZYkySNsJ8RDlzDh,Food Intolerance / Allergy,sp_153,Primary Care Doctor
pc_HnplqnyoE0yspsy9aJCbfB,Ulnar Nerve Entrapment,sp_345,Acupuncturist
pc_ODmJaxqj0Uuq1aliqlRAVB,Anterior Cruciate Ligament (ACL) Rehabilitation,sp_335,Physical Therapist
pc_pmhFj_T2RUu4Win9BbnpNR,Blood Flow Restriction Therapy (BFRT),sp_335,Physical Therapist
pc_gH2fQ6guYkiRwfWIXKLe3B,Temporomandibular Disorder (TMD),sp_335,Physical Therapist
pc_s7kh3SOLrE2kcRxSp46r4R,Manual Therapy,sp_335,Physical Therapist
pc_ZSzzJBfaHke9A2u5hcZJvx,Post-Operative Rehabilitation,sp_335,Physical Therapist
pc_s-FJGGH_ZEeh_j5qn2MzTR,Runner’s Analysis,sp_335,Physical Therapist
pc_ENEUdiLcyUCWMGdPJ-xVYx,Spinal Rehabilitation,sp_335,Physical Therapist
pc__tKfoOKre0a-FHtZTC-4ZB,Trigger Point Dry Needling,sp_335,Physical Therapist
pc_dmPdd9nZv0SoBoHdTD9e0x,Vestibular Rehabilitation,sp_335,Physical Therapist
pc_ImN2iGfL0UurDYylc4COwB,Work Conditioning,sp_335,Physical Therapist
pc_UsJOVkIedEqXaFhyuyPcUh,Toe Walking,sp_309,Pediatric Orthopedic Surgeon
pc_Bt4TAPcEgEmOUAel8j1dtR,Intoeing,sp_309,Pediatric Orthopedic Surgeon
pc_ODYjXYzzxEazgYS3qNPUIh,Congenital Brachial Plexopathy,sp_309,Pediatric Orthopedic Surgeon
pc_EwI2vzz5QEeXoZdRk1i0Bx,Hypotonia,sp_309,Pediatric Orthopedic Surgeon
pc_qvRU8BquXUudH7qf9KeKfx,Muscle Tightness,sp_309,Pediatric Orthopedic Surgeon
pc_4CpZmpXhvESOwwVHLPPYHR,Neuromuscular Disorders,sp_309,Pediatric Orthopedic Surgeon
pc_NZaJYBaDDU2UGLrLhyhLfB,Congenital Brain Disorders,sp_336,Physiatrist
pc_M9DZJdUSVUqnPIHBq3dBTx,Blount’s Disease,sp_309,Pediatric Orthopedic Surgeon
pc_o3x-NcVeg0uVyZuvCUHVyR,Bowlegs,sp_309,Pediatric Orthopedic Surgeon
pc_iPhEZdUmXUaQR-78h6OJGx,Knock Knees,sp_309,Pediatric Orthopedic Surgeon
pc_w6tqFAWhVEmNfOkUjY-bJx,Out-toeing,sp_309,Pediatric Orthopedic Surgeon
pc_iiLSZMiqUkuL-pG0khS9Gh,Leg Length Discrepancy,sp_309,Pediatric Orthopedic Surgeon
pc_ZmBPtpN6pkGdOciAGbwL1B,Physeal Bar,sp_309,Pediatric Orthopedic Surgeon
pc_gYyn7gG6eU-DU3MGJsCKbx,Sprain,sp_309,Pediatric Orthopedic Surgeon
pc_VYdrncBEqEiPA5r3JIkLjh,Limb Deficiencies,sp_309,Pediatric Orthopedic Surgeon
pc_HUVZs3dWmUC8fhyoXc7B-R,Prenatal Orthopedic Consultation,sp_309,Pediatric Orthopedic Surgeon
pc_3mCVtnziNEC8EZDtIgtAGR,Transient Synovitis,sp_309,Pediatric Orthopedic Surgeon
pc_9vqLZ16B206TAwJxGF7zKB,Skeletal Dysplasia,sp_309,Pediatric Orthopedic Surgeon
pc_wUXv9YF2ZEWBGn-vlM6PUB,Polydactyly,sp_309,Pediatric Orthopedic Surgeon
pc_SBMaVsrJs0CrZjf2IELo6B,Bone Cyst,sp_309,Pediatric Orthopedic Surgeon
pc_4xRb2nBAL0m8nXmj4h8Ckh,Fibrous Dysplasia,sp_309,Pediatric Orthopedic Surgeon
pc_wQILANjKsESqXOB96DAR0B,Osteoid Osteoma,sp_309,Pediatric Orthopedic Surgeon
pc_afVmhypvNUu9f6YLO6UXox,Enchondroma,sp_309,Pediatric Orthopedic Surgeon
pc_-b0c4qeowkGBsGskLDG32R,Ligamentous Laxity,sp_309,Pediatric Orthopedic Surgeon
pc_NR9FsROpdUGFd_fAGgt0bx,IV Nutrition Therapy,sp_359,Dietitian
pc_8WE0WvDBhEWQh0EPHGtDkh,Neurological Physical Therapy,sp_335,Physical Therapist
pc_ZubkBtksq0iJOLUPrGtfcB,Knee Arthritis,sp_117,Orthopedic Surgeon
pc_ElgzBRlSA0eAnoZLlfg5BR,Hip Arthritis,sp_117,Orthopedic Surgeon
pc_uC2GM-OCbUWvsOUU7ypfrR,Hip Osteoarthritis,sp_117,Orthopedic Surgeon
pc_-xgGTAR_nkeyFh4QmI6tZB,Knee Osteoarthritis,sp_117,Orthopedic Surgeon
pc_Aj9KX3Tm-0SdWrJJxZTlUR,Osteolysis,sp_117,Orthopedic Surgeon
pc_NaC5Tdt9Ck6YyMLHnuu40B,Periprosthetic Femur Fracture,sp_117,Orthopedic Surgeon
pc_Bnx5wGxxRUCF4WSKNcXxih,Prosthetic Joint Infection (PJI) of the Hip,sp_117,Orthopedic Surgeon
pc_TEVYuNzw_kqjDktPrKKLfB,Prosthetic Joint Infection (PJI) of the Knee,sp_117,Orthopedic Surgeon
pc_65OdVaWxREG4LSi8pUVVPh,Arthrofibrosis,sp_117,Orthopedic Surgeon
pc_R_JzEiAzM0ihs9wJSMRRcx,Computer Assisted Total Knee Replacement,sp_117,Orthopedic Surgeon
pc_6r_cATHk00ysYWDOPLI0aB,Knee Injection,sp_117,Orthopedic Surgeon
pc_pCzRLmGqOUy25Ufj-iZWsR,Patient Specific Instrumentation (PSI),sp_117,Orthopedic Surgeon
pc_eiIsSqJ8sE-ZZbMaBBmfOx,Anterior Cruciate Ligament (ACL) Reconstruction,sp_117,Orthopedic Surgeon
pc_Vb0l1SsyL0CrOvZhTY9yQB,Robotic Partial Knee Replacement,sp_117,Orthopedic Surgeon
pc__0_kZsXv7UWN8A1HRaZ9xB,Pulsed Dye Laser (PDL) Treatment,sp_101,Dermatologist
pc_Mr9b5LILwE2oAwjOm9SpsR,Facial Rejuvenation,sp_101,Dermatologist
pc_kml7u_c05UqWHbv-5jFS5R,Marionette Lines,sp_101,Dermatologist
pc_qfCxIGPcw0KXStSSxalkVR,Seborrheic Dermatitis,sp_101,Dermatologist
pc_Nmuv8Ub78U2MfoeWYtUxER,Seborrheic Keratosis,sp_101,Dermatologist
pc_Pl9aEfIBNkKzsDsecpOoNh,Tinea Versicolor,sp_101,Dermatologist
pc_68UmBN5nDEOwM3WhFEeYWB,Chemotherapy-related Skin Reactions,sp_101,Dermatologist
pc_ROzQKLpOOUqOQuL31mIwUh,Swimming Molds,sp_346,Audiologist
pc_DVQBmticmUmadO6_t5Jwph,Pulsatile Tinnitus,sp_128,Neurologist
pc_8fZZSaKxlUuBNxAoB6qzEB,Atypical Mole,sp_101,Dermatologist
pc_Lm-eYYX6GUqWb6Tr6-vB7x,Autoimmune Skin Disease,sp_101,Dermatologist
pc_YFXxiXjlrEykeTZEDr71Mx,Cutaneous Lupus Erythematosus,sp_101,Dermatologist
pc_QbxDqzv3EkiA25LeNzSBfB,Granuloma Annulare,sp_101,Dermatologist
pc_SGl8tYwGxEu1-yVu4AJeMB,Hidradenitis Suppurativa (HS),sp_101,Dermatologist
pc_Fx2QehGA3UK86I1hCx8MAR,Inflammatory Skin Disease,sp_101,Dermatologist
pc_O5--F9jEi0u5HRo9vzNlIB,Non-Melanoma Skin Cancer,sp_101,Dermatologist
pc_EVwG9tdubUyZLY6pi4UZrx,Genital Warts,sp_101,Dermatologist
pc_QS_8y8omCUSc3xSGBHW8qh,"Herpes Simplex ",sp_101,Dermatologist
pc_Jmt5srLPs02ys0r4HnvuGx,Morphea,sp_101,Dermatologist
pc_lJAa7M1nd0O0SrDXsC-hEB,HIV-related Skin Condition,sp_101,Dermatologist
pc_qI0lmSh_3EWL-urvdS2tMx,Autoimmune Blistering Disease,sp_101,Dermatologist
pc_Vo7in-vrR0alRMWcm0FCMh,Genital Ulcer,sp_101,Dermatologist
pc_ZQMGKN-gzUa8xrYzvAdRKh,Hypopigmentation,sp_101,Dermatologist
pc_5v43pZ7sj02EkC2tUx17eh,Wrist Fracture,sp_117,Orthopedic Surgeon
pc__vH11n5xSEqAYP_671nKXB,Femur Fracture,sp_117,Orthopedic Surgeon
pc_vAtCEDQYv0-uQtD0JntIQR,Delayed Union,sp_117,Orthopedic Surgeon
pc_B1_Yc57g_UmXpsOFgBFHah,Sacral Fracture,sp_117,Orthopedic Surgeon
pc_m_j68msJvUCfmwigQx0PKR,Pelvic Fracture,sp_117,Orthopedic Surgeon
pc_-qMhHGoEm0GIEePn30MSTh,Post-Traumatic Arthritis,sp_117,Orthopedic Surgeon
pc_pGv7axOHjUOqi2mYjxZGmh,Heel Bone / Calcaneus Fracture,sp_117,Orthopedic Surgeon
pc_BW2wwdImrkWbbjAx0T43Sh,Tibia Fracture,sp_117,Orthopedic Surgeon
pc_P65OaaWf-0GSZoZlx5Jgbh,Fibula Fracture,sp_117,Orthopedic Surgeon
pc_KR2NBf3pi0e7nnDEHnRECR,Joint Hypermobility Syndrome,sp_139,Pain Management Specialist
pc_BxHzEbbDa0WFUhscD8MoRh,Medication Overuse Headache (MOH),sp_139,Pain Management Specialist
pc_1EBhTEkYU0Ky0RkZ80FTSx,Post-Surgery Pain Management Consultation,sp_139,Pain Management Specialist
pc_zJx-jCZn_ECIzVcajorIax,Stoma Complications,sp_133,Colorectal Surgeon
pc_yO3gkbT8WUWZuPgpkW0--h,Rectal Carcinoid Tumor,sp_133,Colorectal Surgeon
pc_V0q39s5YzEK130owxbnO4x,Appendix Cancer,sp_133,Colorectal Surgeon
pc_3f00-q4LO0Wxzow4kYmjfx,Bowel Endometriosis,sp_133,Colorectal Surgeon
pc_4Fl45hOeH0GH_swKm_n2sB,Candidiasis,sp_153,Primary Care Doctor
pc_LKPuTy7j90q8OfdYt_426x,Bacille Calmette-Guerin (BCG) Vaccine,sp_126,Urologist
pc_3yUrEzwbfE6VDBVQ8i5DNR,Delayed Ejaculation,sp_126,Urologist
pc_jPb9ORWVdEGMLChAebIhDh,Epididymal Cyst,sp_126,Urologist
pc_rsaMDDB6_kioZzSqywDfth,Penile Discharge,sp_126,Urologist
pc_GwOSDHgaCUGbdPNfZUbrsx,Mesh Complications,sp_126,Urologist
pc_dvxRJM4ackWpcNhnrxOkYB,Urologic Robotic Surgery,sp_126,Urologist
pc_YEioLyrrsEq8scUBNi-bbB,Hydrodistention,sp_126,Urologist
pc_y8m9dr0VZUiFA3ieXbFuyR,Percutaneous Nerve Evaluation (PNE),sp_126,Urologist
pc_RPIbn3d4ZkCSW9CIaAQApR,Scrotal Swelling,sp_126,Urologist
pc__il2PuSQtUKBb6SMBgfooR,Uroflowmetry,sp_126,Urologist
pc_MwB-H2MgxEaKEwrqmftApB,"Post-Void Residual (PVR) Urine Test ",sp_126,Urologist
pc_tI9G3IsONkGJrlyPPR5XFx,Flank Pain,sp_126,Urologist
pc_Ug3Uo583BkW5d6vqnRCRth,Gynecologic Robotic Surgery,sp_237,Urogynecologist
pc_689V-FDEgUCdvy59qlbZ1B,Pulmonary Vascular Disease (PVD),sp_248,Pediatric Pulmonologist
pc_QpOQTJX47UO9h-vLF0g8kR,Breast Implant Illness (BII),sp_373,Naturopathic Doctor
pc_RSjmHYPCFUS2ihXNWL5AyR,Mold Illness,sp_373,Naturopathic Doctor
pc_imxx7LPrR0Cw0uDTyDsEOB,Psychotic Disorder,sp_352,Psychotherapist
pc_UepixYETsEuQS3mYh65wQR,Global Postural Reeducation (GPR),sp_156,Chiropractor
pc_DNUvDle0nEe1fSaERAKc4R,Tube Feeding Consultation,sp_359,Dietitian
pc_T5imxOxFtkanERNiOvRIfB,Benign Urethral Lesions,sp_126,Urologist
pc_-lek8Bi_K06wVeXUJnwNqB,Ketamine Treatment,sp_122,Psychiatrist
pc_Y1hSsIkgI0yrqEmeJ6Nxyx,Spinal Fusion Surgery,sp_511,Spine Surgeon
pc_Zh37UuPXbUCJ3FEDSUeyfh,Glioblastoma,sp_113,Neurosurgeon
pc_KSYItOVN4E-Tmwkrd0Bfgh,Glioma,sp_113,Neurosurgeon
pc_5nH0vdp6_0mS5KDNbBEh6h,IV Steroids Infusion Therapy,sp_399,Nurse Practitioner
pc_D3JxVOfkl0e5rNFw6W7pIx,Intravenous Immunoglobulin Therapy (IVIg),sp_399,Nurse Practitioner
pc_vVMP_cjRBUaXLIZWu069YR,Acute Cough,sp_102,Family Physician
pc_9MhmyHSdSEyTqV3dd-ADgx,Shoulder Bursitis,sp_117,Orthopedic Surgeon
pc_6UxBe5Z0BE-8pN7Tjb4xnR,Tricep Injury,sp_117,Orthopedic Surgeon
pc_K-SS8BzCk0CnHC7Fn5xsbx,Wrist Tendonitis,sp_117,Orthopedic Surgeon
pc_i36giO9T4kiz5SbG0kzYkh,Tendon Laceration,sp_117,Orthopedic Surgeon
pc_UGjXinNrokCh3oF97Wol7x,Nerve Laceration,sp_117,Orthopedic Surgeon
pc_vKncBCmi-0K-dqR8Edr0Jx,Pediatric Elbow Deformities,sp_117,Orthopedic Surgeon
pc_S2q4Raymu0Oy_g4J1JkHoB,Pediatric Shoulder Deformities,sp_117,Orthopedic Surgeon
pc_-KwPGRBdk0CUcDJ7artPzR,Pediatric Hand Deformities,sp_117,Orthopedic Surgeon
pc_d1E8NoDtkUigqCQ9TeCknR,Pediatric Wrist Deformities,sp_117,Orthopedic Surgeon
pc_bSv8RY0m6Ua3H9SJvXzW7x,Pediatric Brachial Plexus,sp_117,Orthopedic Surgeon
pc_LHZjzQbOsUOmBvfx6tnR3R,Bicep Surgery,sp_117,Orthopedic Surgeon
pc_SotMzN_NOk-i7-sQmBBmxh,Tricep Surgery,sp_117,Orthopedic Surgeon
pc_vAoiwCaM60KUZ9brgNtO1h,Elbow Fracture,sp_117,Orthopedic Surgeon
pc_q0CDQ1Aqz0WlxKFnOSrlMR,Ulnar Nerve Transposition,sp_117,Orthopedic Surgeon
pc_76flV5vZHkGbufNPaZRvsh,Medial Epicondyle Release,sp_117,Orthopedic Surgeon
pc_CjQofzkkwkih9VWRuiT-Xh,Lateral Epicondyle Release,sp_117,Orthopedic Surgeon
pc_hbYZKS4K3kWHHZFywRJ8ph,Carpal Tunnel Release,sp_117,Orthopedic Surgeon
pc_PVTF1vJ420mTXdJFwb-FBx,Scapholunate Advanced Collapse (SLAC) Wrist Surgery,sp_117,Orthopedic Surgeon
pc_DQFzVEdu0UK2J1EA6Nb5IR,Wrist Fracture,sp_117,Orthopedic Surgeon
pc_KUvgCiMtNESgUuPFYNJG_R,Shoulder Tendinitis,sp_117,Orthopedic Surgeon
pc_XD4yqNVLRECuIC1HhgZTbx,Wrist Nerve Denervation,sp_144,Hand Surgeon
pc_DzpINrf6w0C6bh7-r7m1eR,"De Quervain's Release ",sp_144,Hand Surgeon
pc_M0JWBzqPjEOAcCItlw8vUh,Wrist Tendon Reconstruction,sp_144,Hand Surgeon
pc_iAU1kZbPx0OBx1L4w4Dpcx,Trigger Finger Surgery,sp_144,Hand Surgeon
pc_1x3D9EU4ck6cHBu1Xu5YJR,Thumb Arthritis Surgery,sp_144,Hand Surgeon
pc_nKN6aNIqCkq7zI4lpivJuR,Hand Tendon Repair,sp_144,Hand Surgeon
pc_zFVxvQZfYUytk_kQX8eX1R,Finger Fracture,sp_144,Hand Surgeon
pc_n8SR_UMOCkamCCWhofhOtx,Finger Deformity Surgery,sp_144,Hand Surgeon
pc_IWPt0p6W1EqpbD5ckfJFSh,Nerve Reconstruction Surgery,sp_144,Hand Surgeon
pc_Xgz8iWbRFkCjDGvsSbkvEx,Attachment Disorder,sp_337,Psychologist
pc_44739W7ApEK0FKYU11Hq_B,Narcissistic Abuse Recovery,sp_337,Psychologist
pc_hcmDceEr3kuFlCtstdhBUB,Dream Analysis,sp_337,Psychologist
pc_7wq2hnLSe0CpI3pSNwFIjB,Cold Laser Therapy,sp_345,Acupuncturist
pc_jNt1Uk_MvUa5F0Xq3V3zxR,Antisocial Personality Disorder (ASPD),sp_352,Psychotherapist
pc_rupZfdEsy0CIVUPleYr2Nh,Chronic Relapse,sp_352,Psychotherapist
pc_wjDrYRHk8UuR3LKxVyYWOh,Emotional Disturbance,sp_352,Psychotherapist
pc_O6nmgFCS0k-lpyfZU0y1mx,Teen Violence,sp_352,Psychotherapist
pc_xuCA7zZ73kqI6813YR_JNR,Emotional and Behavioral Disorders (EBD),sp_352,Psychotherapist
pc_Q1JlwaFwGE61LwZeHE2H3x,Thought Disorder,sp_352,Psychotherapist
pc_Fphb8dNl7USnqg6YCDhA0x,Crisis Intervention,sp_352,Psychotherapist
pc_4hLGXiRjpUWQKhDAPFcWFB,Sebaceous Hyperplasia,sp_101,Dermatologist
pc_Ft0d1X66tkGyuFIleHebfR,Myopia Management,sp_157,Optometrist
pc_R2rKfOCIM02_7d2ycudBSR,Hand Injection,sp_144,Hand Surgeon
pc_cnI0DYorEEqLlmbun62Uvx,Corneal Edema,sp_116,Ophthalmologist
pc_QZlzapmhE0aQ7uJ3KP8Zlh,Corneal Transplant,sp_116,Ophthalmologist
pc_zeyPP1U9qEC-_iTA3Gwzhx,Pterygium,sp_116,Ophthalmologist
pc_11Y_HAvMA06PLbIxQSnEsB,Conjunctival Lesion,sp_116,Ophthalmologist
pc_3NM0vjiMrUSoZqKsLDChkB,Artificial Urinary Sphincter (AUS),sp_126,Urologist
pc_VMpoXR5kwUCKie1XeG403h,Buried Penis,sp_126,Urologist
pc_YDtBAWkTrU2BAXt6qgGhBx,Dance Injury,sp_335,Physical Therapist
pc_VFxrEk1zeU2rVJ4vFdR1zB,Dance Rehabilitation,sp_335,Physical Therapist
pc_l6vttRh_REaW8-OhAA97UR,Upper Airway Resistance Syndrome (UARS),sp_98,Dentist
pc_J2B20r0wv0WMoeJcKA8pPR,Family History of Colorectal Cancer,sp_106,Gastroenterologist
pc_7UsPk1LyKU23Rt7saU8MUh,Unexplained Weight Loss,sp_106,Gastroenterologist
pc_5yQ32xM88EObGv-KUxN7Xx,Deprescribing,sp_173,Geriatrician
pc_m1bd8dOaRkqh4MnT5Z-31h,Lower Urinary Tract Symptoms (LUTS),sp_173,Geriatrician
pc_AQsh1gMPCEinH_OrW6hpqh,Aquatic Therapy,sp_335,Physical Therapist
pc_LK-5TC4B7k-bywfJWG1Ryx,Brain Based Therapy,sp_352,Psychotherapist
pc_Kuq63fHrzUGE1CF6-WCZex,Multiple Sclerosis (MS) Consultation,sp_383,Neuropsychiatrist
pc_UZuCoClQpUCBWTe7kX9C0R,Attachment-Based Family Therapy (ABFT),sp_352,Psychotherapist
pc_rVSEwxsNyE2hk5ZxhlD12B,Smile Makeover,sp_98,Dentist
pc_ixqzXnplO0qB_fJ77ybgER,Hand Therapy,sp_335,Physical Therapist
pc_XIjxMIXCjkSQ_a05hRFOIR,Temporomandibular Joint (TMJ) Therapy,sp_335,Physical Therapist
pc_96ooFhOy-0qAQei2V4qyQx,Dance / Movement Therapy (DMT),sp_352,Psychotherapist
pc_y4Kz3k4J80m0BL108IKV_x,Robotic Cystectomy,sp_126,Urologist
pc_IVXbQ4MZHUekjJdtCLEebx,Neobladder Reconstruction,sp_126,Urologist
pc_TT1QzPxEjU6mwIkmsNInYh,Robotic Radical Nephrectomy,sp_126,Urologist
pc_ggqTlk4KwkecZhOZKJV_3R,Robotic Partial Nephrectomy,sp_126,Urologist
pc_nFiEY7zUkUejcSsyRSrCHx,Robotic Radical Prostatectomy,sp_126,Urologist
pc_PWxiv_4KPkWpDqEZVoNXTx,Cardiometabolic Disease Prevention,sp_418,Acute Care Nurse Practitioner (Adult / Gerontology)
pc_aeRjNvTOt0u5-uFL-lUYFB,Cervical Spondylosis,sp_336,Physiatrist
pc_qckDAIouOEGzqfXqCgWR2R,Cervical Degenerative Disc Disease,sp_336,Physiatrist
pc_2x5SuwzEV0qhk10ssuBp6x,Cervical Spinal Stenosis,sp_336,Physiatrist
pc_KoZqMP8Xf0esTIFqqmRqJh,Thoracic Back Pain,sp_336,Physiatrist
pc_hXym8eR-uUG0M6M7CpYekB,Thoracic Spondylosis,sp_336,Physiatrist
pc_DsMUpIu4306oYevRmM0ufx,Thoracic Degenerative Disc Disease,sp_336,Physiatrist
pc_JElERp-SzU2ooeWmPTIe4h,Lumbar Spondylosis,sp_336,Physiatrist
pc_CpuO4PoOQ0adNS7bgRZy6R,Lumbar Spinal Stenosis,sp_336,Physiatrist
pc_I2VHYRZRjEOjQ2HpKXNQbx,Lumbar Degenerative Disc Disease,sp_336,Physiatrist
pc_KueRx1Du_E20zEA-C4_WMh,Shoulder Osteoarthritis,sp_336,Physiatrist
pc_AL7eVQyPMEi6fZDJPfLZWh,Shoulder Impingement,sp_336,Physiatrist
